BL,NRE,EE
1.6500000000000008,-72.40588670647715,-26.09026063522392
1.660000000000001,-72.41940908937848,-26.07542235854936
1.6700000000000008,-72.43276953101083,-26.060775536847675
1.680000000000001,-72.44597092322253,-26.04631722037789
1.6900000000000008,-72.45901608940723,-26.032044493114483
1.700000000000001,-72.47190778651846,-26.017954471945018
1.7100000000000009,-72.48464870701231,-26.00404430600201
1.720000000000001,-72.49724148072318,-25.990311176126973
1.7300000000000009,-72.50968867667495,-25.976752294439784
1.740000000000001,-72.52199280482779,-25.9633649040292
1.7500000000000009,-72.53415631776721,-25.950146278733715
1.7600000000000011,-72.54618161233469,-25.937093723015707
1.770000000000001,-72.55807103120446,-25.92420457191794
1.7800000000000011,-72.569826864418,-25.911476191074573
1.790000000000001,-72.58145135061797,-25.898905977037874
