BL,NRE,EE
0.8,-10.463191699869054,-4.70927486000808
0.81,-10.499854435437008,-4.695984380182062
0.8200000000000001,-10.535624951059468,-4.682542083462884
0.8300000000000001,-10.570536042258155,-4.66895639059095
0.8400000000000001,-10.604618837924527,-4.6552357541496745
0.8500000000000001,-10.637902911855345,-4.641388599970268
0.8600000000000001,-10.670416385136512,-4.627423277652559
0.8700000000000001,-10.702186020182836,-4.613348019381574
0.8800000000000001,-10.73323730717724,-4.599170906205852
0.8900000000000001,-10.763594543595374,-4.584899840953997
0.9000000000000001,-10.793280907442409,-4.570542526993826
0.9100000000000001,-10.82231852477716,-4.556106452082217
0.9200000000000002,-10.85072853204567,-4.541598876603692
0.9300000000000002,-10.878531133701339,-4.527026825558195
0.9400000000000002,-10.905745655541143,-4.512397083711717
0.9500000000000002,-10.932390594148723,-4.4977161933911844
0.9600000000000002,-10.958483662795704,-4.482990454455745
0.9700000000000002,-10.984041834118042,-4.468225926042899
0.9800000000000002,-11.00908137985192,-4.453428429729791
0.9900000000000002,-11.033617907885226,-4.438603553807204
1.0000000000000002,-11.05766639685446,-4.4237566584055035
1.0100000000000002,-11.08124122849212,-4.408892881248143
1.0200000000000002,-11.104356217910341,-4.394017143854288
1.0300000000000002,-11.127024641986004,-4.37913415802978
1.0400000000000003,-11.149259265996545,-4.3642484325295285
1.0500000000000003,-11.171072368640761,-4.349364279784201
1.0600000000000003,-11.19247576556499,-4.3344858226147895
1.0700000000000003,-11.213480831503873,-4.319617000873032
1.0800000000000003,-11.234098521135234,-4.304761577960991
1.0900000000000003,-11.254339388737336,-4.289923147195346
1.1000000000000003,-11.274213606731443,-4.27510513799473
1.1100000000000003,-11.29373098318378,-4.260310821874418
1.1200000000000003,-11.312900978334813,-4.245543318241442
1.1300000000000003,-11.331732720219188,-4.230805599988665
1.1400000000000003,-11.350235019433283,-4.216100498888326
1.1500000000000004,-11.36841638310328,-4.201430710794639
1.1600000000000004,-11.386285028103071,-4.186798800661473
1.1700000000000004,-11.403848893568028,-4.172207207382552
1.1800000000000004,-11.421115652750252,-4.15765824846636
1.1900000000000004,-11.438092724257043,-4.143154124548628
1.2000000000000004,-11.454787282707976,-4.128696923758374
1.2100000000000004,-11.471206268842616,-4.114288625949691
1.2200000000000004,-11.487356399110094,-4.09993110681077
1.2300000000000004,-11.503244174772517,-4.085626141856294
1.2400000000000004,-11.518875890552358,-4.0713754103112
1.2500000000000004,-11.534257642850907,-4.057180498892503
1.2600000000000005,-11.549395337563066,-4.043042905493259
1.2700000000000005,-11.564294697511855,-4.028964042775724
1.2800000000000005,-11.578961269525061,-4.014945241677932
1.2900000000000005,-11.593400431173956,-4.000987754835915
1.3000000000000005,-11.607617397194552,-3.987092759925966
1.3100000000000005,-11.621617225608528,-3.9732613629268347
1.3200000000000005,-11.635404823561762,-3.9594946013046295
1.3300000000000005,-11.648984952896257,-3.945793447119818
1.3400000000000005,-11.662362235469885,-3.93215881005777
1.3500000000000005,-11.67554115823875,-3.918591540381993
1.3600000000000005,-11.688526078114732,-3.9050924318090714
1.3700000000000006,-11.701321226610593,-3.891662224306214
1.3800000000000006,-11.71393071428415,-3.878301606809476
1.3900000000000006,-11.726358534992215,-3.865011219862166
1.4000000000000006,-11.738608569964141,-3.851791658172941
1.4100000000000006,-11.75068459170481,-3.83864347309212
1.4200000000000006,-11.762590267735112,-3.825567175006721
1.4300000000000006,-11.774329164178969,-3.812563235653095
1.4400000000000006,-11.785904749203901,-3.7996320903459266
1.4500000000000006,-11.797320396322727,-3.7867741401263353
1.4600000000000006,-11.808579387563132,-3.7739897538248175
1.4700000000000006,-11.819684916511374,-3.7612792700440827
1.4800000000000006,-11.830640091236015,-3.74864299905866
1.4900000000000007,-11.841447937097687,-3.7360812246340394
1.5000000000000007,-11.852111399449662,-3.723594205765307
1.5100000000000007,-11.862633346234576,-3.7111821783372885
1.5200000000000007,-11.873016570481834,-3.6988453567070043
1.5300000000000007,-11.883263792710297,-3.686583935210532
1.5400000000000007,-11.893377663240164,-3.6743980895950408
1.5500000000000007,-11.90336076441838,-3.6622879783802187
1.5600000000000007,-11.91321561276099,-3.650253744147483
1.5700000000000007,-11.922944661016126,-3.6382955147634353
1.5800000000000007,-11.932550300151183,-3.6264134045366245
1.5900000000000007,-11.942034861267137,-3.6146075153113886
1.6000000000000008,-11.95140061744291,-3.602877937500785
1.6100000000000008,-11.960649785513395,-3.5912247510625885
1.6200000000000008,-11.969784527783,-3.5796480264177175
1.6300000000000008,-11.978806953677893,-3.5681478253172987
1.6400000000000008,-11.987719121339397,-3.5567242016580782
1.6500000000000008,-11.996523039160637,-3.545377202251113
1.6600000000000008,-12.005220667269105,-3.5341068675434233
1.6700000000000008,-12.013813918957048,-3.5229132322980243
1.6800000000000008,-12.022304662061917,-3.511796326233311
1.6900000000000008,-12.030694720298488,-3.5007561746227545
1.7000000000000008,-12.03898587454541,-3.489792798861077
1.7100000000000009,-12.047179864086827,-3.4789062169945453
1.7200000000000009,-12.055278387811823,-3.4680964442213336
1.7300000000000009,-12.06328310537285,-3.457363493361505
1.7400000000000009,-12.071195638304777,-3.4467073752997797
1.7500000000000009,-12.079017571106094,-3.4361280994026444
1.760000000000001,-12.086750452283988,-3.4256256739117363
1.770000000000001,-12.094395795364154,-3.415200106314651
1.780000000000001,-12.101955079867334,-3.4048514036957815
1.790000000000001,-12.109429752253222,-3.3945795730676847
1.800000000000001,-12.116821226833494,-3.384384621684987
1.810000000000001,-12.124130886654752,-3.3742665573416954
