BL,NRE,EE
0.2,2.6458860546,-2.488403919801637
0.21000000000000002,2.5198914805714288,-2.476976963792443
0.22000000000000003,2.4053509587272726,-2.465293080837344
0.23000000000000004,2.3007704822608694,-2.45338073350579
0.24000000000000005,2.2049050455,-2.441267256950788
0.25000000000000006,2.1167088436799997,-2.4289787463807913
0.26000000000000006,2.0352969650769226,-2.4165399673679118
0.2700000000000001,1.9599155959999999,-2.403974288366517
0.2800000000000001,1.8899186104285708,-2.3913036344875938
0.2900000000000001,1.8247490031724134,-2.378548461295203
0.3000000000000001,1.7639240363999995,-2.3657277471656872
0.3100000000000001,1.7070232610322578,-2.3528590025756633
0.3200000000000001,1.6536787841249994,-2.339958294560363
0.3300000000000001,1.6035673058181812,-2.3270402845067952
0.34000000000000014,1.5564035615294112,-2.3141182774126445
0.35000000000000014,1.5119348883428567,-2.3012042807472706
0.36000000000000015,1.4699366969999996,-2.288309071090714
0.37000000000000016,1.4302086781621617,-2.275442266795696
0.38000000000000017,1.39257160768421,-2.2626124050103544
0.3900000000000002,1.356864643384615,-2.249827021511781
0.4000000000000002,1.3229430272999996,-2.2370927319270835
0.4100000000000002,1.2906761241951215,-2.224415313055577
0.4200000000000002,1.2599457402857137,-2.211799783148783
0.4300000000000002,1.2306446765581391,-2.199250480150811
0.4400000000000002,1.2026754793636358,-2.1867711370475598
0.45000000000000023,1.1759493575999995,-2.174364953616017
0.46000000000000024,1.1503852411304343,-2.162034664002477
0.47000000000000025,1.1259089594042548,-2.149782599690434
0.48000000000000026,1.1024525227499995,-2.137610747541495
0.49000000000000027,1.079953491673469,-2.1255208027067884
0.5000000000000002,1.0583544218399996,-2.1135142163106235
0.5100000000000002,1.0376023743529408,-2.101592237901529
0.5200000000000002,1.017648482538461,-2.089755952749248
0.5300000000000002,0.9984475677735846,-2.078006314138277
0.5400000000000003,0.9799577979999997,-2.066344170869866
0.5500000000000003,0.9621403834909088,-2.054770290236015
0.5600000000000003,0.9449593052142853,-2.0432853767696884
0.5700000000000003,0.9283810717894733,-2.031890087106702
0.5800000000000003,0.9123745015862065,-2.020585041317309
0.5900000000000003,0.8969105269830504,-2.0093708310792042
0.6000000000000003,0.8819620181999996,-1.998248025069539
0.6100000000000003,0.8675036244590161,-1.9872171719528202
0.6200000000000003,0.8535116305161287,-1.9762788013340342
0.6300000000000003,0.8399638268571425,-1.9654334230340071
0.6400000000000003,0.8268393920624996,-1.9546815250262446
0.6500000000000004,0.8141187860307688,-1.9440235703536823
0.6600000000000004,0.8017836529090905,-1.9334599933193384
0.6700000000000004,0.7898167327164175,-1.9229911952184011
0.6800000000000004,0.7782017807647055,-1.9126175398509797
0.6900000000000004,0.7669234940869561,-1.9023393490260418
0.7000000000000004,0.7559674441714282,-1.8921568982373511
0.7100000000000004,0.7453200153802814,-1.8820704126634842
0.7200000000000004,0.7349683484999997,-1.8720800636154633
0.7300000000000004,0.7249002889315064,-1.8621859655286148
0.7400000000000004,0.7151043390810807,-1.8523881735695822
0.7500000000000004,0.7055696145599996,-1.8426866819057306
0.7600000000000005,0.6962858038421049,-1.8330814226625591
0.7700000000000005,0.6872431310649347,-1.8235722655751299
0.7800000000000005,0.6784323216923074,-1.8141590183225291
0.7900000000000005,0.6698445707848097,-1.8048414275195344
0.8000000000000005,0.6614715136499997,-1.795619180327096
0.8100000000000005,0.6533051986666664,-1.7864919066332032
0.8200000000000005,0.6453380620975606,-1.7774591817475593
0.8300000000000005,0.6375629047228912,-1.7685205295482165
0.8400000000000005,0.6299728701428567,-1.7596754260132814
0.8500000000000005,0.6225614246117643,-1.7509233030698743
0.8600000000000005,0.6153223382790695,-1.7422635526911165
0.8700000000000006,0.6082496677241376,-1.733695531173108
0.8800000000000006,0.6013377396818179,-1.7252185635259691
0.8900000000000006,0.5945811358651683,-1.716831947915987
0.9000000000000006,0.5879746787999997,-1.7085349600999873
0.9100000000000006,0.5815134185934062,-1.7003268577976731
0.9200000000000006,0.575192620565217,-1.6922068849527832
0.9300000000000006,0.5690077536774191,-1.6841742758392986
0.9400000000000006,0.5629544797021273,-1.676228258974987
0.9500000000000006,0.5570286430736839,-1.6683680608098341
0.9600000000000006,0.5512262613749997,-1.660592909163097
0.9700000000000006,0.5455435164123709,-1.6529020363878981
0.9800000000000006,0.5399767458367344,-1.6452946822481591
0.9900000000000007,0.5345224352727269,-1.6377700964972268
1.0000000000000007,0.5291772109199997,-1.6303275411526186
1.0100000000000007,0.5239378325940591,-1.622966292465594
1.0200000000000007,0.5188011871764703,-1.6156856425881216
1.0300000000000007,0.5137642824466017,-1.6084849009433808
1.0400000000000007,0.5088242412692304,-1.6013633953094242
1.0500000000000007,0.5039782961142855,-1.5943204726270486
1.0600000000000007,0.49922378388679217,-1.587355499546648
1.0700000000000007,0.4945581410467286,-1.5804678627294557
1.0800000000000007,0.48997889899999975,-1.5736569689206479
1.0900000000000007,0.48548367974311896,-1.5669222448121787
1.1000000000000008,0.4810701917454543,-1.5602631367145292
1.1100000000000008,0.47673622605405375,-1.5536791100564182
1.1200000000000008,0.47247965260714253,-1.5471696487317144
1.1300000000000008,0.46829841674336253,-1.540734254312683
1.1400000000000008,0.4641905358947365,-1.5343724451482081
1.1500000000000008,0.46015409645217364,-1.5280837553650328
1.1600000000000008,0.4561872507931031,-1.5218677337893445
1.1700000000000008,0.4522882144615382,-1.515723942805062
1.1800000000000008,0.44845526349152515,-1.509651957164338
1.1900000000000008,0.44468673186554597,-1.5036513627645716
1.2000000000000008,0.4409810090999997,-1.4977217554052573
